,gamma_autocorrelation,ocean_heat_capacity[0],ocean_heat_capacity[1],ocean_heat_capacity[2],ocean_heat_transfer[0],ocean_heat_transfer[1],ocean_heat_transfer[2],deep_ocean_efficacy,sigma_eta,sigma_xi,forcing_4co2,iirf_0[CO2],iirf_uptake[CO2],iirf_temperature[CO2],iirf_airborne[CO2],erfari_radiative_efficiency[BC],erfari_radiative_efficiency[OC],erfari_radiative_efficiency[Sulfur],erfari_radiative_efficiency[NOx],erfari_radiative_efficiency[VOC],erfari_radiative_efficiency[NH3],erfari_radiative_efficiency[CH4],erfari_radiative_efficiency[N2O],erfari_radiative_efficiency[Equivalent effective stratospheric chlorine],aci_shape[Sulfur],aci_shape[BC],aci_shape[OC],aci_scale,ozone_radiative_efficiency[CH4],ozone_radiative_efficiency[N2O],ozone_radiative_efficiency[Equivalent effective stratospheric chlorine],ozone_radiative_efficiency[CO],ozone_radiative_efficiency[VOC],ozone_radiative_efficiency[NOx],forcing_scale[CH4],forcing_scale[N2O],forcing_scale[CFC-11],forcing_scale[CFC-12],forcing_scale[CFC-113],forcing_scale[CFC-114],forcing_scale[CFC-115],forcing_scale[HCFC-22],forcing_scale[HCFC-141b],forcing_scale[HCFC-142b],forcing_scale[CCl4],forcing_scale[CHCl3],forcing_scale[CH2Cl2],forcing_scale[CH3Cl],forcing_scale[CH3CCl3],forcing_scale[CH3Br],forcing_scale[Halon-1211],forcing_scale[Halon-1301],forcing_scale[Halon-2402],forcing_scale[CF4],forcing_scale[C2F6],forcing_scale[C3F8],forcing_scale[c-C4F8],forcing_scale[C4F10],forcing_scale[C5F12],forcing_scale[C6F14],forcing_scale[C7F16],forcing_scale[C8F18],forcing_scale[NF3],forcing_scale[SF6],forcing_scale[SO2F2],forcing_scale[HFC-125],forcing_scale[HFC-134a],forcing_scale[HFC-143a],forcing_scale[HFC-152a],forcing_scale[HFC-227ea],forcing_scale[HFC-32],forcing_scale[HFC-365mfc],forcing_scale[HFC-4310mee],forcing_scale[HFC-23],forcing_scale[HFC-236fa],forcing_scale[HFC-245fa],forcing_scale[Stratospheric water vapour],forcing_scale[Land use],forcing_scale[Volcanic],forcing_scale[Solar],forcing_scale[Light absorbing particles on snow and ice],forcing_scale[CO2],baseline_concentration[CO2],seed,stochastic_run,use_seed
31838,15.81532961,4.284618392,17.92029994,100.0120352,1.731764509,2.224400795,0.378893035,1.179116636,1.442361312,0.522390046,7.229410354,38.00043324,-0.004057945,0.444067418,0.005136079,0.024353294,-0.003429686,-0.002672394,-5.80E-05,-2.33E-05,-0.000613379,-2.08E-06,-2.89E-05,-8.35E-06,0.030990953,6.35E-37,9.84E-13,-0.60517319,0.000220933,0.001072679,-0.000115017,-2.45E-06,0.000237475,0.002346974,0.836408014,1.030758697,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.230192048,1.123100676,0.889656132,0.896983224,1.084780688,0.702134939,0.948308345,276.9528235,14059125,TRUE,TRUE
32253,4.785248482,4.690748081,24.72755948,124.8023498,1.446957235,1.305433138,1.382405961,0.920420384,0.91480531,0.369104084,5.411176132,26.71810385,0.006946357,5.991709978,-0.002162663,0.046155363,-0.005220071,-0.000127431,-0.000114252,-2.73E-05,-0.000641021,-3.51E-06,-3.19E-05,-9.47E-06,0.097402519,1.24E-40,0.047313318,-0.642119191,0.000199384,0.001502026,-0.000168049,-1.47E-05,0.000440995,0.001158701,0.809478605,0.890979318,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,0.980797633,1.662400825,0.532172927,0.934926804,0.491902228,1.277581269,0.81160032,278.2424328,14224710,TRUE,TRUE
36982,2.307890517,4.243198174,6.969089825,108.7065535,0.84373388,3.306005884,1.133634084,1.426420508,0.887247127,0.43033232,7.938134719,26.99430755,0.004573707,4.691296421,0.000898878,0.04078732,-0.001090553,-0.005484059,-6.28E-05,1.37E-06,-0.000563057,-3.54E-06,-3.76E-05,-8.23E-06,0.003786342,0.002666916,0.121774208,-1.552898789,0.000221635,0.000699488,-8.29E-05,4.51E-05,0.000286769,0.000133477,0.907538995,0.880237736,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.190864958,1.051991725,1.012986829,1.223779988,0.634792702,0.527854708,0.999822713,279.3392426,16111581,TRUE,TRUE
38028,1.735651458,5.028099022,12.26887405,86.2383553,1.152166689,1.977145857,1.654429297,1.306033333,0.584426747,0.411689969,7.392095587,33.92399385,-0.001245537,3.525437378,0.00245167,0.012337253,-0.003433856,-0.004265876,-7.16E-05,-3.47E-05,-0.000610536,-7.95E-07,-3.31E-05,-8.13E-06,0.046269364,3.75E-37,0.045227523,-0.624840833,0.000173257,0.001564434,-5.02E-05,5.24E-05,0.000482078,0.000691764,1.008744932,1.07011446,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106433785,1.106628387,1.412687718,1.046339816,1.739731401,2.113340446,0.960484841,278.441288,16528935,TRUE,TRUE
38322,8.064323043,4.270981456,16.85100942,336.7952173,1.791695231,2.655726465,0.731030905,0.514041062,0.88330805,0.768348669,8.467364143,40.0988885,-0.006127441,-1.797153702,0.006877404,0.03604318,-0.00333618,-0.001606666,-9.12E-05,-2.67E-05,-0.000647028,-2.89E-06,-3.09E-05,-7.92E-06,0.024301381,1.718901843,3.84E-17,-0.908153369,0.000237156,0.001378939,1.15E-05,9.02E-06,0.000138041,-4.64E-05,0.897107614,1.060339385,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,1.030929645,2.000006496,0.974419065,0.952839255,1.104234833,1.998887396,1.036325661,277.8865427,16646241,TRUE,TRUE
38775,20.56301021,4.280226684,17.07961995,85.91553872,1.517975544,2.892628884,1.034214268,1.424799151,1.869111011,0.461544104,9.026863876,35.19451199,-0.000847053,-0.004662104,0.004760344,0.01327611,-0.002611745,-0.002542409,-8.36E-05,4.58E-06,-0.000639289,-2.99E-06,-3.72E-05,-8.98E-06,0.019832745,1.50E-31,0.009457602,-0.555263169,0.000171792,0.001450554,-0.000118592,0.000154451,-7.45E-05,0.000982982,1.058873314,1.067884525,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,0.975749923,-0.124570882,1.015772072,1.140874489,1.582768208,1.270487435,1.074958885,276.6560775,16826988,TRUE,TRUE
38827,10.69542383,4.090811447,20.46158235,139.8917699,1.098827649,2.312442177,1.305795575,0.988243896,1.491123912,0.484737583,7.28019914,32.67195469,0.000608272,0.933214822,0.003436314,0.006031034,-0.00453861,-0.005281362,-8.16E-05,-3.20E-05,-0.000560861,-1.51E-06,-5.06E-05,-7.62E-06,0.027294489,1.83E-30,0.026318525,-0.272018364,0.000209815,0.001222344,-1.03E-05,4.49E-05,-9.13E-05,0.001173629,0.906582263,0.861097456,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,1.07646231,-0.960756948,1.265312362,1.22012971,0.600277698,0.886661273,0.952252836,279.8653481,16847736,TRUE,TRUE
42880,8.03825896,4.138041701,8.458070783,229.6773249,1.513426819,1.276135107,0.382278865,0.610069292,1.435411187,0.568449467,7.704847995,28.13832554,0.001933522,5.040857267,0.000974551,0.051556196,-0.007004769,-0.005770966,-7.16E-05,-1.31E-05,-0.000625048,-1.98E-06,-5.60E-05,-7.83E-06,0.030183838,1.18E-31,0.076562717,-0.61049575,0.00023104,0.001385614,-8.85E-05,0.000137959,0.000491034,0.000813286,1.291744554,0.933789741,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.95067657,0.803278341,0.688964833,0.839096197,1.051435188,0.849979585,0.982919013,281.2144778,18464883,TRUE,TRUE
44244,16.71464839,2.673012966,15.38799064,231.8805322,1.563126025,3.323007167,0.362819625,0.690767071,1.639696291,0.556728092,8.083999141,36.5522491,-0.002330689,-1.320615746,0.005687067,0.035678547,-0.006323053,-0.002517323,-4.54E-05,-7.65E-07,-0.000707074,-1.12E-06,-4.41E-05,-9.48E-06,1.95E-07,9.12E-08,5.02E-06,-11183.88379,0.000240696,0.001662582,-2.01E-05,0.000116229,0.000320507,0.000866842,0.947957111,0.889421235,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,1.071936875,0.809573355,1.17338539,1.145491631,0.792859394,1.565595504,1.009656051,278.500085,19009119,TRUE,TRUE
44403,2.341958943,5.116835048,14.7300756,85.55035012,1.609016146,2.032993624,1.052646061,1.285510371,1.131075276,0.504514369,6.692016809,27.70531496,0.004013714,4.307869975,0.000492725,0.010113569,-0.006236546,-0.003579573,-0.000122925,-1.92E-05,-0.000690033,-1.41E-06,-5.31E-05,-7.49E-06,0.009384616,0.074393195,1.77E-17,-0.059550551,0.000180665,0.000545435,-9.63E-05,-4.61E-05,0.000505615,0.002273024,1.073917748,1.011140432,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.833500987,0.339294387,1.140980957,1.136988571,1.240596639,1.229097745,0.907822347,278.5086286,19072560,TRUE,TRUE
46428,6.235792715,4.988602933,8.639639982,182.3109315,1.624533675,2.648744744,1.486414633,0.927998465,1.266426798,0.691141737,8.606866253,29.37996813,0.006370548,0.936849516,0.00137658,-0.001486196,-0.003244724,-0.002496774,-9.82E-05,-1.54E-05,-0.000543053,-2.63E-06,-4.07E-05,-6.96E-06,8.14E-07,5.26E-90,3.38E-06,-8452.174031,0.000216279,0.00082145,-9.79E-06,-2.33E-05,0.000276765,0.001312394,1.098890902,0.953924152,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,0.727625602,1.085963417,1.179927952,0.815344722,1.053293902,0.782295168,1.045811549,275.595558,19880535,TRUE,TRUE
47306,1.341584144,4.668569661,28.72284199,96.77355819,1.736833839,1.574141094,2.804401066,1.186799642,0.798687439,0.539507558,6.910186519,30.83493585,0.000104767,2.276042868,0.003610507,0.042904376,-0.004117514,-0.000530895,-6.32E-05,-1.26E-05,-0.000634782,-2.18E-06,-3.26E-05,-7.30E-06,6.85E-07,6.67E-89,1.62E-06,-7820.468049,0.000260792,0.001061203,-2.56E-05,5.90E-05,0.000401208,0.001326702,0.931200044,0.947734278,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.818582333,0.871674004,1.120522183,0.952053836,1.384953274,0.712253977,0.924192879,282.163068,20230857,TRUE,TRUE
53259,9.194432997,4.051596514,7.543237014,157.4799062,1.78031119,3.037597475,1.099351352,0.976271572,1.388722302,0.412994551,9.413567881,30.17018819,0.004208452,3.131564854,0.002403857,0.02189161,-0.005402044,-0.004327461,-8.62E-05,-8.52E-06,-0.000631395,-3.14E-06,-6.61E-06,-7.26E-06,0.000612664,0.058437148,4.37E-27,-2.30428956,0.000221367,0.001388592,-2.19E-05,-3.60E-05,4.81E-05,0.00111835,0.917385912,1.14436082,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,0.873597071,-0.154337874,0.920168815,0.81607322,0.726056639,1.657842284,1.102421996,273.721015,22606104,TRUE,TRUE
53461,26.64968899,2.375541365,23.59821352,58.33548507,0.929921748,3.833952256,1.700942813,1.288516033,1.611172896,0.519023289,7.867597886,29.32873614,0.002864197,2.140891254,0.0024588,0.021424172,-0.001602599,-0.003117651,-0.000102165,-2.75E-05,-0.00063596,-2.86E-06,-1.43E-05,-9.26E-06,2.55E-06,6.61E-09,1.36E-06,-3142.5309,0.000260812,0.00029712,-2.12E-05,3.84E-05,-0.000102914,0.00197185,1.081909893,1.106327733,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,1.088088917,0.071373214,1.205673437,0.853534872,1.14555203,1.748045024,0.994901876,280.0868267,22686702,TRUE,TRUE
55352,7.662527467,4.311388864,12.57392541,28.25626507,1.573875295,3.020115463,1.042232401,1.514498378,1.206503174,0.455801244,6.752076358,35.10774339,-0.00313188,2.945019656,0.004343507,0.011666104,-0.004027241,-0.004867122,-6.41E-05,-1.50E-05,-0.000631174,-2.41E-06,-9.44E-06,-5.75E-06,0.002445998,3.36E-20,0.017122422,-1.844987354,0.000256579,0.001786049,-6.57E-05,1.82E-05,0.000463643,0.00078473,1.222090237,1.007862413,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.110935029,1.328616903,1.573704125,1.003577945,1.002395255,0.151982576,0.912121432,279.1924788,23441211,TRUE,TRUE
57778,7.431369893,2.79967508,23.60159407,25.74770005,1.365128943,5.533730658,1.024874344,1.568432266,1.026480393,0.722061806,8.088403732,28.58764532,0.003762967,2.200572029,0.003062622,0.015602684,-0.004068297,-0.002508547,-4.75E-05,-3.55E-05,-0.000574745,-2.66E-06,-6.54E-05,-6.49E-06,0.004444788,0.016903293,5.64E-18,-1.710147943,0.000278373,0.00124013,-0.000166767,0.000139221,0.000168578,0.001082756,0.920538943,0.932007547,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,1.205970529,0.257567386,1.31111727,0.873272424,0.809719461,0.595036709,1.009908576,278.4807466,24409185,TRUE,TRUE
68803,3.807082809,4.581653999,17.4953469,45.52292301,1.907785065,1.956019707,2.525762908,1.550918715,0.620620435,0.38722037,7.391672496,33.48135755,0.000701852,1.967226518,0.003117578,0.042821877,-0.001055016,-0.002123066,-7.61E-05,-7.01E-06,-0.000645662,-3.16E-06,-1.40E-05,-1.01E-05,0.035482642,0.3779648,1.48E-17,-0.580922881,0.000282157,0.001234299,-2.69E-05,6.00E-05,0.000257324,0.001504411,1.127551981,0.895130907,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,0.966706455,1.427556736,1.471163213,0.994174261,0.973292798,1.230887456,0.960457243,275.7543509,28808160,TRUE,TRUE
71688,0.6164498,3.744610212,6.748056306,130.6280288,0.989557611,3.030812816,0.67348333,0.940331302,0.322441548,0.392868186,8.091414437,30.9093789,0.00239487,3.563122019,0.001367757,0.018080085,-0.005924791,-0.005127298,-9.56E-05,-2.07E-05,-0.000599936,-2.36E-06,-2.65E-05,-8.09E-06,0.00296897,2.43E-12,0.056193667,-2.313330489,0.00027348,0.001008239,-0.000154687,-2.38E-05,0.00021192,0.001956721,0.787633401,1.083444745,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,0.996837948,1.056365245,1.428524378,0.824194589,1.070237673,1.936333928,1.010101095,277.912322,29959275,TRUE,TRUE
72773,1.797591729,3.034372065,13.844681,86.34871134,1.688202154,3.709787551,1.307372046,1.316376624,0.54606117,0.300613436,7.298274644,29.13474665,0.002577495,4.663841927,0.001552167,0.046848838,-0.003559001,-0.003355033,-8.70E-05,-2.86E-05,-0.000581428,-3.67E-06,-2.63E-05,-7.92E-06,1.26E-07,1.24E-05,9.18E-07,-7087.652742,0.00023511,0.001040176,6.17E-05,2.65E-05,-5.68E-05,0.000432264,1.124702242,0.897233471,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.954478061,0.774727293,1.223379102,0.99099941,1.041018817,1.107414434,0.953824116,278.4676543,30392190,TRUE,TRUE
72836,7.328275389,4.168281755,18.93811318,153.6205036,1.270178196,1.358131797,1.564674849,0.753899533,1.348422195,0.544321612,7.253317262,34.83081836,-0.001926905,3.30507379,0.002759318,0.028827677,-0.007347134,-0.004176083,-0.000118866,-8.33E-06,-0.000619455,-3.07E-06,-4.60E-05,-7.88E-06,4.86E-07,3.99E-05,1.47E-07,-3273.782085,0.000228794,0.001663199,2.64E-05,1.97E-06,0.000698168,0.000389518,1.064253641,0.848562705,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,0.987383722,1.261854217,1.495096503,1.020186567,1.17311194,0.150413377,0.950361661,277.124774,30417327,TRUE,TRUE
73150,7.626504863,2.43461602,8.357469411,152.6823766,1.552482566,5.015201083,0.644807788,1.075524837,1.462442396,0.367941318,9.196371631,31.3562338,0.001201621,3.79419056,0.001396549,0.023993586,-0.007953647,-0.003556868,-5.55E-05,-6.30E-06,-0.000653858,-3.97E-06,-6.71E-05,-6.73E-06,0.004770984,0.008868685,1.91E-19,-1.559728107,0.000259067,0.001151174,-0.00012289,6.05E-05,0.000520601,0.001866177,0.85663585,1.001505153,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,0.84357436,1.09373722,0.82153793,0.86512227,0.91043944,1.051472173,1.08660777,278.4587123,30542613,TRUE,TRUE
79138,4.6826751,2.928734629,29.42247136,102.8847227,1.285649048,1.755134265,0.06375665,0.934315003,0.7574922,0.354105512,6.729764602,27.90185626,0.003060538,6.178582085,0.000810528,0.045717045,-0.004778364,-0.002926793,-8.05E-05,-2.85E-05,-0.00061507,-2.89E-06,-5.77E-05,-7.72E-06,0.010177305,2.10E-05,0.052983384,-1.572746137,0.00019546,0.001111701,-0.000105715,0.000100226,0.000443037,0.001524712,1.237567999,0.96663568,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,1.01228654,2.565654952,1.484820639,1.042797624,0.954375349,0.191801846,0.91027558,279.0946826,32931825,TRUE,TRUE
80252,12.12594049,4.870496817,13.9129773,119.7963124,1.084434499,1.334031317,0.419102342,1.191651345,1.054306964,0.376869102,7.583715306,31.27055335,0.001871011,2.881347527,0.002410761,0.044994621,-0.001695686,-0.001049685,-8.84E-05,-2.31E-05,-0.000637081,-2.11E-06,-6.70E-05,-6.86E-06,5.53E-07,4.43E-86,1.28E-05,-8639.738295,0.000212167,0.001008038,-1.53E-05,6.40E-06,0.00017911,0.001708696,0.811919303,1.054124891,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.19619351,1.312640171,0.344336483,1.047426374,1.265739279,0.825060156,0.974469968,279.3228073,33376311,TRUE,TRUE
